Date,Temperature
2020-01-01,7.549338045987239
2020-01-02,7.818983043323886
2020-01-03,8.001630748402011
2020-01-04,8.164128528941784
2020-01-05,8.59862116033383
2020-01-06,8.762592107599454
2020-01-07,7.983173162286954
2020-01-08,6.886973433061102
2020-01-09,6.100807328657694
2020-01-10,6.309017666903432
2020-01-11,7.095458429509966
2020-01-12,7.598124556107977
2020-01-13,8.188514848188943
2020-01-14,8.312205366654853
2020-01-15,8.387802956321046
2020-01-16,8.283701948686103
2020-01-17,8.509962047230136
2020-01-18,7.868088600852295
2020-01-19,7.484094238281273
2020-01-20,7.22706687233667
2020-01-21,7.480770596590932
2020-01-22,7.964895907315364
2020-01-23,8.314663418856556
2020-01-24,7.687416215376444
2020-01-25,7.646478271484398
2020-01-26,7.190687144886386
2020-01-27,6.572406560724454
2020-01-28,6.360736638849454
2020-01-29,7.501306152343773
2020-01-30,7.783821244673319
2020-01-31,8.067268510298318
2020-02-01,7.3140280983665
2020-02-02,7.45747458718042
2020-02-03,7.641168212890648
2020-02-04,7.718802157315364
2020-02-05,8.552997381036954
2020-02-06,8.49553278142758
2020-02-07,8.335961914062523
2020-02-08,8.683060524680421
2020-02-09,8.218416526100874
2020-02-10,8.215955699573886
2020-02-11,8.118293900923318
2020-02-12,8.74820445667616
2020-02-13,9.021356201171898
2020-02-14,8.985159579190364
2020-02-15,9.276716197620761
2020-02-16,9.237040571732978
2020-02-17,9.41637018377133
2020-02-18,9.207027920809681
2020-02-19,9.220397394353716
2020-02-20,9.46226862127133
2020-02-21,9.118013694069624
2020-02-22,9.165873579545478
2020-02-23,9.758616499467353
2020-02-24,10.262006724964511
2020-02-25,10.43184537020599
2020-02-26,10.834391645951728
2020-02-27,11.207105601917636
2020-02-28,10.55569957386366
2020-02-29,9.147180175781273
2020-03-01,10.150820090554
2020-03-02,10.854874489524171
2020-03-03,10.943267267400591
2020-03-04,11.140197199041218
2020-03-05,11.298003595525591
2020-03-06,11.324639892578148
2020-03-07,11.84084195223724
2020-03-08,12.936658824573886
2020-03-09,12.977366499467353
2020-03-10,12.034892134232978
2020-03-11,11.510003662109398
2020-03-12,12.289025878906273
2020-03-13,12.0501120827415
2020-03-14,11.705047052556841
2020-03-15,11.66965221058241
2020-03-16,10.530250688032693
2020-03-17,10.655375532670478
2020-03-18,11.035033624822466
2020-03-19,11.352979625355136
2020-03-20,11.404540460759966
2020-03-21,12.217473255504284
2020-03-22,12.623079612038374
2020-03-23,13.027554043856556
2020-03-24,12.916517223011386
2020-03-25,12.70935280539775
2020-03-26,13.113821688565364
2020-03-27,13.56557339754974
2020-03-28,13.195384077592353
2020-03-29,12.488979825106556
2020-03-30,12.484110884232978
2020-03-31,12.923661110617921
2020-04-01,14.003436834161954
2020-04-02,13.757356955788374
2020-04-03,14.404648659446046
2020-04-04,14.530042613636386
2020-04-05,15.758400102095193
2020-04-06,16.55262839577417
2020-04-07,16.32487848455258
2020-04-08,14.996562056107978
2020-04-09,13.911537309126443
2020-04-10,13.092553710937523
2020-04-11,13.154052179509966
2020-04-12,13.525603693181841
2020-04-13,14.43120172674008
2020-04-14,15.333148748224454
2020-04-15,15.53166559392758
2020-04-16,15.725554865056841
2020-04-17,17.008205899325308
2020-04-18,17.08381181196735
2020-04-19,16.18347944779832
2020-04-20,16.08608953302559
2020-04-21,15.469007457386386
2020-04-22,15.680316716974454
2020-04-23,15.493848765980136
2020-04-24,16.520623779296898
2020-04-25,17.61058405095883
2020-04-26,18.32304188121451
2020-04-27,18.593913130326726
2020-04-28,19.396863902698886
2020-04-29,19.579833429509964
2020-04-30,19.515804776278433
2020-05-01,19.32485906427559
2020-05-02,19.199215420809683
2020-05-03,19.24791315252133
2020-05-04,19.565945157137808
2020-05-05,19.500398947975874
2020-05-06,19.059869384765648
2020-05-07,18.951401589133546
2020-05-08,18.65916248668326
2020-05-09,19.316200395063944
2020-05-10,19.46228804154832
2020-05-11,18.76457575017758
2020-05-12,19.158338512073886
2020-05-13,19.692898282137808
2020-05-14,20.52137839577417
2020-05-15,21.762106600674738
2020-05-16,22.376092529296898
2020-05-17,22.382628839666214
2020-05-18,21.59793590198866
2020-05-19,22.038329523259964
2020-05-20,21.145376864346613
2020-05-21,21.679953280362238
2020-05-22,21.72932517311792
2020-05-23,21.289874822443206
2020-05-24,21.863180819424738
2020-05-25,20.742794522372183
2020-05-26,20.772665682705988
2020-05-27,21.60053544477985
2020-05-28,21.322190163352296
2020-05-29,21.387669788707413
2020-05-30,21.286190518465933
2020-05-31,21.547368275035534
2020-06-01,21.774532803622183
2020-06-02,22.586280961470194
2020-06-03,22.750440562855136
2020-06-04,22.75498768199576
2020-06-05,22.18312155983667
2020-06-06,23.01865123401991
2020-06-07,22.952109042080988
2020-06-08,23.652015824751444
2020-06-09,24.179720237038374
2020-06-10,23.75304010564633
2020-06-11,22.86377175071025
2020-06-12,23.12913873845883
2020-06-13,23.46692671342332
2020-06-14,23.46719859730116
2020-06-15,24.332727050781273
2020-06-16,25.547273947975874
2020-06-17,26.37751853249292
2020-06-18,25.99317183061082
2020-06-19,25.900545432350874
2020-06-20,25.669183349609398
2020-06-21,25.55003717595883
2020-06-22,25.642658025568206
2020-06-23,25.817734596946046
2020-06-24,26.082260964133546
2020-06-25,26.912941117720194
2020-06-26,27.213547585227296
2020-06-27,27.08616443980826
2020-06-28,26.60644753196025
2020-06-29,26.16182029030542
2020-06-30,26.328313099254284
2020-07-01,26.507953435724456
2020-07-02,27.22575739080258
2020-07-03,27.96967329545457
2020-07-04,28.47531072443184
